Date,Open,High,Low,Close,Volume,Adj Close
4/24/2008,4386,4449,4301,4381.15,1400,4259.9
4/23/2008,4272,4390,4255,4315.35,1000,4195.92
4/22/2008,4390,4399,4210,4271.6,800,4153.38
4/21/2008,4206.1,4335,4206.05,4266.75,1200,4148.66
4/18/2008,4242.5,4242.5,4242.5,4242.5,0,4125.08
4/17/2008,4210,4300,4201.05,4242.5,800,4125.08
4/16/2008,4050,4350,4042,4207.1,1800,4090.66
4/15/2008,3975,4049,3900,4008.35,1300,3897.41
4/14/2008,4018.5,4018.5,4018.5,4018.5,0,3907.28
4/11/2008,4020,4084,4001.05,4018.5,600,3907.28
4/10/2008,4050,4150,4000,4048.1,1200,3936.06
4/9/2008,3977,4100,3940,4024.55,1000,3913.16
4/8/2008,3900,3997,3900,3960.6,700,3850.98
4/7/2008,3940,3970,3881.05,3913.95,400,3805.63
4/4/2008,3851,3945,3843,3938,900,3829.01
4/3/2008,3951,3973.95,3880,3893.85,800,3786.08
4/2/2008,4165,4169,3901,3920.5,1200,3811.99
4/1/2008,3999,4060,3825,3978.9,1800,3868.78
3/31/2008,3980,4148.45,3951,3973.6,3300,3863.63
3/28/2008,3858,4220,3830.05,4096.85,2100,3983.46
3/27/2008,3800,3835,3723,3811.3,1500,3705.82
3/26/2008,3790,3900,3770,3798.05,2200,3692.93
3/25/2008,3600,3800,3550,3726.35,3000,3623.22
3/24/2008,3750,3750,3500,3578,2200,3478.97
3/21/2008,3733.15,3733.15,3733.15,3733.15,0,3629.83
3/20/2008,3733.15,3733.15,3733.15,3733.15,0,3629.83
3/19/2008,3901,3950,3701,3733.15,1500,3629.83
3/18/2008,3900,3950,3808,3837.3,1300,3731.1
3/17/2008,3906,3997.9,3810,3849.5,1700,3742.96
3/14/2008,4133,4133,4000,4109,1900,3995.28
3/13/2008,4175.6,4220,4052,4052,1500,3939.86
3/12/2008,4535,4589.9,4251,4253,2200,4135.29
3/11/2008,3951,4443,3951,4375.45,2200,4254.35
3/10/2008,4254,4254,4000,4118.1,2100,4004.13
3/7/2008,4349,4349,4156,4245,1300,4127.51
3/6/2008,4349,4349,4349,4349,0,4228.64
3/5/2008,4400,4410,4305,4349,800,4228.64
3/4/2008,4470,4470,4300,4381.6,2100,4246.72
3/3/2008,4449,4559.9,4415.1,4529.9,900,4390.46
2/29/2008,4545,4643.9,4540,4577.2,1000,4436.3
2/28/2008,4717,4717,4606.05,4620,400,4477.78
2/27/2008,4699.95,4749,4675,4688.7,1400,4544.37
2/26/2008,4629.7,4749.95,4601,4662.7,900,4519.17
2/25/2008,4589,4594,4492,4561.6,700,4421.18
2/22/2008,4425.05,4603,4425.05,4588.05,600,4446.82
2/21/2008,4689.9,4725,4600,4650,700,4506.86
2/20/2008,4665.1,4670,4581.5,4635,500,4492.32
2/19/2008,4750,4825,4610,4662.25,1300,4518.73
2/18/2008,4650,4824.45,4600,4709,2100,4564.04
2/15/2008,4350,4623.95,4311,4606.7,2500,4464.89
2/14/2008,4301,4525,4301,4466.4,2100,4328.91
2/13/2008,4294.9,4400,4186,4250,2400,4119.17
2/12/2008,4580,4580,4100,4253,5500,4122.08
2/11/2008,4570,4786,4445,4496.85,1700,4358.42
2/8/2008,4850,4860,4615.2,4688.95,1700,4544.61
2/7/2008,5005,5063.95,4850,4862.35,1500,4712.67
2/6/2008,4806,4999,4780,4964.05,1600,4811.24
2/5/2008,5010,5080,4911,4985,1600,4831.55
2/4/2008,4935,5160,4851,4998.95,3400,4845.07
2/1/2008,4923.7,4990,4751,4811.45,1700,4663.34
1/31/2008,4820,5100,4750,4861.1,2400,4711.46
1/30/2008,5045,5058,4750,4838.85,1400,4689.9
1/29/2008,5150,5199,4990,5005.35,1000,4851.27
1/28/2008,4889,5050,4705,5050,1600,4894.55
1/25/2008,4800,5094,4750,5000,2400,4846.08
1/24/2008,5001,5300,4500,4640,4000,4497.17
1/23/2008,4900,5160,4500,4953.3,4300,4800.82
1/22/2008,5399,5399,4108.25,4406.05,3000,4270.42
1/21/2008,6030,6099.7,4905,5135.25,5200,4977.17
1/18/2008,6403,6403,6100,6127.8,2400,5939.17
1/17/2008,6350,6489,6250,6402.7,2100,6205.61
1/16/2008,6205,6331,6150,6297.3,1400,6103.45
1/15/2008,6510,6549,6283,6308.4,2700,6114.21
1/14/2008,6335,6525,6335,6424.45,2000,6226.69
1/11/2008,6630,6678.9,6290,6331.9,4400,6136.98
1/10/2008,6800,6900,6610,6630.25,2300,6426.15
1/9/2008,6985,6985,6800,6815.8,1700,6605.99
1/8/2008,7099,7125,6851,6877.5,3000,6665.79
1/7/2008,7050,7150,6825,7003.85,3900,6788.25
1/4/2008,7087,7270,7002,7026.55,4600,6810.25
1/3/2008,7100,7145,7000,7026.45,3300,6810.15
1/2/2008,7250,7250,7051,7086.85,2900,6868.69
1/1/2008,7300,7300,7101,7142.05,2200,6922.2
12/31/2007,7199.9,7400,7100,7220.65,7200,6998.38
12/28/2007,7045,7210,7030,7056.95,3200,6839.72
12/27/2007,7060,7400,6980,7186.05,10900,6964.84
12/26/2007,7097.7,7140,7010,7029.25,3000,6812.87
12/25/2007,7011.6,7011.6,7011.6,7011.6,0,6795.76
12/24/2007,7100,7200,6955,7011.6,3400,6795.76
12/21/2007,6946.9,6946.9,6946.9,6946.9,0,6733.05
12/20/2007,7195,7199.7,6881,6946.9,2900,6733.05
12/19/2007,7179,7339,7060,7090.2,3700,6871.94
12/18/2007,7150,7305,7000,7059,5600,6841.7
12/17/2007,7500,7595,7050,7127.35,10500,6907.95
12/14/2007,8010,8299.5,7460.05,7534.3,44900,7302.37
12/13/2007,7649,8220.3,7390,7933.3,33100,7689.09
12/12/2007,7340,7650,7301,7473,7100,7242.96
12/11/2007,7425,7700,7325.05,7464.25,10700,7234.48
12/10/2007,7275,7470,7150,7318.5,2400,7093.21
12/7/2007,7575,7590,7150.05,7202.55,4500,6980.83
12/6/2007,7450,7650,7357,7463.05,9400,7233.31
12/5/2007,7205,7600,6700,7396.15,9500,7168.47
12/4/2007,7205,7500,7200,7309.9,8100,7084.88
12/3/2007,7199,7500,7100,7283.25,5900,7059.05
11/30/2007,7118,7188,7000,7068.8,3100,6851.2
11/29/2007,7449,7471,6911,6960.9,5500,6746.62
11/28/2007,7700,7739.4,7120,7183.6,15800,6962.47
11/27/2007,6770,7446.2,6650,7377.1,15600,7150.01
11/26/2007,6810,6945,6735,6769.3,2700,6560.92
11/23/2007,6610,6850,6591,6679.9,5900,6474.27
11/22/2007,6919,6919,6300,6592.4,9800,6389.47
11/21/2007,7440,7440,6702.2,6822.75,7900,6612.72
11/20/2007,7200,7750,7190,7233.65,9100,7010.98
11/19/2007,7499,7500,7235,7285.4,5000,7061.13
11/16/2007,7300,7529,7200,7234.75,4800,7012.04
11/15/2007,7689.65,7700,7300.1,7365.9,8100,7139.15
11/14/2007,7899,7950,7558,7622.2,13500,7387.57
11/13/2007,7540,7949,7410,7549.05,20000,7316.67
11/12/2007,7594.7,7697.7,7250,7443.3,21700,7214.17
11/9/2007,7400,7859.3,7400,7804.65,32500,7564.4
11/8/2007,6250,7144.85,6055,7144.85,12400,6924.91
11/7/2007,7140,7149,6399,6495.35,17900,6295.4
11/6/2007,7838.85,7900,6975,7007.25,18600,6791.55
11/5/2007,7799,8198,7640,7677.55,25000,7441.21
11/2/2007,7800,8580,7650,7867.25,40900,7625.07
11/1/2007,8438.45,8955.55,7605.35,8028.6,84400,7781.45
10/31/2007,8165.85,8165.85,7610,8141.45,95500,7890.83
10/30/2007,7248.65,7423.5,7120,7423.5,7300,7194.98
10/29/2007,5751,6748.65,5751,6748.65,40800,6540.91
10/26/2007,5525,5700,5425,5623.9,18000,5450.78
10/25/2007,5290,5590,5201.05,5498.35,21600,5329.09
10/24/2007,5274.4,5440.9,5052,5183.6,18800,5024.03
10/23/2007,4715,5335,4715,5154.7,20100,4996.02
10/22/2007,4599,4899.95,4599,4625.4,4700,4483.02
10/19/2007,4550,4980,4500,4628.5,7400,4486.02
10/18/2007,4475,5190,4460,4755.35,25100,4608.97
10/17/2007,4203,4500,4100,4430.8,4900,4294.41
10/16/2007,4250,4600,4239.9,4467.8,15600,4330.27
10/15/2007,4095.45,4244.4,4076,4222.65,5600,4092.66
10/12/2007,4250,4294.7,4045,4069.4,10300,3944.13
10/11/2007,3660,4426.65,3650.5,4278.4,46900,4146.7
10/10/2007,3750,3750,3670.05,3688.9,1600,3575.34
10/9/2007,3720,3750,3700,3713.85,900,3599.53
10/8/2007,3718,3775,3710.05,3721.3,1600,3606.75
10/5/2007,3750,3760,3710,3714.45,700,3600.11
10/4/2007,3786.9,3786.9,3685,3695,1000,3581.26
10/3/2007,3780,3800,3635,3730.25,1600,3615.42
10/2/2007,3756.6,3756.6,3756.6,3756.6,0,3640.96
10/1/2007,3789,3850,3750,3756.6,3000,3640.96
9/28/2007,3784.95,3784.95,3725,3750,400,3634.56
9/27/2007,3780,3800,3725,3740.75,700,3625.6
9/26/2007,3700,3775,3700,3730,700,3615.18
9/25/2007,3800,3800,3745.05,3749.75,800,3634.32
9/24/2007,3761,3800,3761,3768.65,700,3652.64
9/21/2007,3800,3805,3770,3790,1000,3673.33
9/20/2007,3830,3830,3801,3830,700,3712.1
9/19/2007,3849,3859,3810,3811,600,3693.69
9/18/2007,3790,3999.85,3785,3796.1,600,3679.24
9/17/2007,3830,3830,3751.1,3777,500,3660.73
9/14/2007,3840,3840,3800.15,3803,600,3685.93
9/13/2007,3807,3865.8,3800,3828,700,3710.16
9/12/2007,3840,3849,3815.5,3820,600,3702.41
9/11/2007,3840,3840,3812,3815.1,600,3697.66
9/10/2007,3840,3864,3800,3814.7,6900,3697.27
9/7/2007,3821,3845,3810,3825,300,3707.25
9/6/2007,3870,3875,3830,3843.2,200,3724.89
9/5/2007,3950,3950,3865,3865,400,3746.02
9/4/2007,3860,3934.9,3860,3876,500,3756.68
9/3/2007,4200.1,4200.1,3876.05,3908.15,1000,3787.84
8/31/2007,3825,3887.4,3800,3870.7,800,3751.55
8/30/2007,3850,3880,3765,3777,600,3660.73
8/29/2007,3810,3829,3800,3820,100,3702.41
8/28/2007,3790,3850,3780,3830.8,500,3712.88
8/27/2007,3835,3835,3775,3785.5,400,3668.97
8/24/2007,3761.05,3830,3761.05,3808.8,200,3691.55
8/23/2007,3850,3875,3720,3825,800,3707.25
8/22/2007,3867,3881.45,3785.15,3801.25,400,3684.24
8/21/2007,3870,3925,3833.15,3862,400,3743.12
8/20/2007,3923,3929,3899.95,3900,2900,3779.95
8/17/2007,3900,3930,3870,3900.05,1100,3779.99
8/16/2007,3850,3975,3800,3911.05,2400,3790.66
8/15/2007,3950,3950,3950,3950,0,3828.41
8/14/2007,3990,4010,3915,3985.2,600,3862.52
8/13/2007,3830,3999,3830,3950,600,3828.41
8/10/2007,3775,3835,3775,3791.25,500,3674.54
8/9/2007,3945,3945,3825,3825,400,3707.25
8/8/2007,3870,3909,3825,3870,500,3750.87
8/7/2007,3920,3920,3810,3810,300,3692.72
8/6/2007,3938,3938,3800,3813.6,1000,3696.21
8/3/2007,4040.4,4048,3920.1,3948.2,300,3826.66
8/2/2007,3900,4015,3900,3965.45,200,3843.38
8/1/2007,4050,4119.95,4000,4000.1,800,3876.96
7/31/2007,4110,4165,4077,4096.9,600,3970.78
7/30/2007,4071,4138,4070,4094.35,700,3968.31
7/27/2007,4200,4200,3950,4086.7,2800,3960.9
7/26/2007,4110,4374.45,4110,4179.6,7900,4050.94
7/25/2007,4198,4199,4090,4138.4,900,4011.01
7/24/2007,4148,4249,4145,4187.6,3600,4058.69
7/23/2007,4160,4160,4051,4134.75,300,4007.47
7/20/2007,4237.9,4237.9,4131,4146.5,300,4018.86
7/19/2007,4201,4225,4150,4160.05,800,4031.99
7/18/2007,4206,4239,4150,4162.8,800,4034.66
7/17/2007,4253.5,4349.95,4155.05,4199.05,2000,4069.79
7/16/2007,4148,4290,4107,4247.25,3000,4116.51
7/13/2007,4070,4300,3981,4124.25,3400,3997.29
7/12/2007,4089.65,4089.65,3977,4028,400,3904.01
7/11/2007,4000,4012.8,3950,3960,300,3838.1
7/10/2007,4080,4080,4000,4000,500,3876.87
7/9/2007,4050,4100,4011.25,4048.05,500,3923.44
7/6/2007,4125,4125,4050,4087,900,3961.19
7/5/2007,4050,4135,4050,4081.05,1400,3955.42
7/4/2007,3995,4010,3950,4005.9,900,3882.59
7/3/2007,3994,4055,3964,3975.75,300,3853.36
7/2/2007,4005.2,4097.9,3975,3994.7,500,3871.73
6/29/2007,4100,4130,4035,4045.65,1100,3921.11
6/28/2007,4000,4120,3975,4109,1900,3982.51
6/27/2007,3756,4040,3756,3929.55,800,3808.59
6/26/2007,3846.5,3846.5,3780,3787.4,200,3670.81
6/25/2007,3849,3849,3803.05,3807.85,300,3690.63
6/22/2007,3882,3882,3814.1,3824,500,3706.29
6/21/2007,3869,3882,3826.05,3834.15,300,3716.12
6/20/2007,3888,3888,3830,3830,100,3712.1
6/19/2007,3844.3,3890,3830,3838.05,200,3719.9
6/18/2007,3980,3980,3855.15,3881.5,200,3762.02
6/15/2007,3830,3960,3830,3904.7,900,3784.5
6/14/2007,3900,3919,3852.1,3868.7,600,3749.61
6/13/2007,3941,3941,3715.1,3816.9,300,3699.4
6/12/2007,3855,3910,3820,3820,700,3702.41
6/11/2007,4011,4045,3864.4,3904.65,300,3784.45
6/8/2007,3751.15,3945,3751.15,3890.75,200,3770.98
6/7/2007,3951,3970,3900,3911,300,3790.61
6/6/2007,4100,4199,3950,3965.35,800,3843.28
6/5/2007,4180,4180,4000,4097.15,600,3971.03
6/4/2007,4200,4263,4149,4156.75,1000,4028.79
6/1/2007,4176.85,4176.85,4176.85,4176.85,0,4048.27
5/31/2007,4150,4230,4125,4176.85,43700,4048.27
5/30/2007,4051,4150,3962.25,4133.35,2000,4006.11
5/29/2007,4000,4141,3900,4072,1700,3946.65
5/28/2007,3848,4030,3821,3950.65,1900,3829.04
5/25/2007,3825,3825,3765,3820,20500,3702.41
5/24/2007,3840,3890,3760,3770,400,3653.95
5/23/2007,3836,3930,3811,3828.05,600,3710.21
5/22/2007,3785,3924,3785,3875.45,700,3756.15
5/21/2007,3831.05,3870,3830.35,3834.35,300,3716.32
5/18/2007,3919,3923,3836,3844.85,300,3726.49
5/17/2007,3900,3923,3809,3876,1600,3756.68
5/16/2007,3897,3920,3830,3878,1000,3758.62
5/15/2007,3840,3914,3816,3878.2,800,3758.82
5/14/2007,3850,3860,3790,3830.95,500,3713.02
5/11/2007,3770,3819,3770,3804.35,700,3687.24
5/10/2007,3780,3800,3767.55,3768,600,3652.01
5/9/2007,3780,3801,3750,3766,400,3650.07
5/8/2007,3807.2,3836,3761,3799,1600,3682.05
5/7/2007,3817,3820,3750,3807.2,600,3690
5/4/2007,3770,3797.5,3640,3768.3,1900,3652.3
5/3/2007,3695,3835,3691,3768.9,1000,3652.88
5/2/2007,3678.45,3678.45,3678.45,3678.45,0,3565.22
5/1/2007,3678.45,3678.45,3678.45,3678.45,0,3565.22
4/30/2007,3625.05,3689.95,3625.05,3678.45,200,3565.22
4/27/2007,3700,3700,3655.3,3660,400,3547.33
4/26/2007,3770,3800,3695,3704.9,1800,3590.85
4/25/2007,3590,3700,3590,3700,1400,3586.1
4/24/2007,3522.4,3672.95,3522.4,3632.85,1100,3521.02
4/23/2007,3670,3718.8,3587,3600.95,2500,3490.1
4/20/2007,3750,3865,3605,3623.15,3800,3511.62
4/19/2007,3430,3649,3430,3626.1,8900,3514.48
4/18/2007,3420,3475,3357,3416.1,2000,3310.94
4/17/2007,3325,3449,3280,3377.75,1300,3273.77
4/16/2007,3288.55,3300,3250,3262,1400,3161.59
4/13/2007,3260,3267.95,3236,3254.35,500,3154.17
4/12/2007,3250,3259,3240,3255,200,3154.8
4/11/2007,3260,3284.95,3237,3248,200,3148.02
4/10/2007,3300,3300,3240,3240,600,3140.26
4/9/2007,3280,3300,3246,3256,1300,3155.77
4/6/2007,3247,3247,3247,3247,0,3147.05
4/5/2007,3275,3300,3224.05,3247,600,3147.05
4/4/2007,3250,3297.95,3225,3238.3,800,3138.62
4/3/2007,3282,3299,3270,3277,100,3176.12
4/2/2007,3350,3350,3275,3291.25,300,3189.94
3/30/2007,3340,3388,3330,3341.5,300,3238.64
3/29/2007,3310,3389.95,3282,3311.25,200,3209.32
3/28/2007,3231.55,3370,3145,3287.9,900,3186.69
3/27/2007,3384.85,3384.85,3384.85,3384.85,0,3280.65
3/26/2007,3549.95,3549.95,3370,3384.85,500,3280.65
3/23/2007,3477,3515,3400,3425,10800,3319.57
3/22/2007,3575,3575,3400,3467.05,1000,3360.32
3/21/2007,3541,3600,3425,3499.95,25800,3392.21
3/20/2007,3449.8,3600,3449.8,3541.75,600,3432.72
3/19/2007,3150,3450,3150,3432.45,1600,3326.79
3/16/2007,3343,3385,3341,3367.1,400,3263.45
3/15/2007,3336,3384.5,3336,3360,1000,3256.57
3/14/2007,3350,3374,3302,3320,400,3217.8
3/13/2007,3350,3392.5,3349,3350.05,700,3246.93
3/12/2007,3257,3360,3257,3325,500,3222.65
3/9/2007,3316,3377,3265.15,3283.6,600,3182.52
3/8/2007,3100,3380,3100,3334.9,1300,3232.24
3/7/2007,3405,3450,3285,3290,900,3188.72
3/6/2007,3577,3577,3333.05,3382,1500,3277.89
3/5/2007,3550,3644,3400,3411.25,1700,3306.24
3/2/2007,3710,3724.8,3650,3650,400,3537.64
3/1/2007,3739,3740,3632.05,3652,700,3539.58
2/28/2007,3600,3765,3600,3701,1400,3587.07
2/27/2007,3741.45,3799.85,3675,3773,900,3656.86
2/26/2007,3751,3821,3725,3758.95,500,3643.24
2/23/2007,3850,3850,3725,3735.6,400,3620.61
2/22/2007,3899,3899,3760.05,3781.25,200,3664.85
2/21/2007,3822,3899.85,3800,3803.45,1600,3686.37
2/20/2007,3900,3900,3801,3825,700,3707.25
2/19/2007,3998,3998,3825,3873.2,700,3753.97
2/16/2007,3926,3926,3926,3926,0,3805.15
2/15/2007,3990,3990,3870,3926,400,3805.15
2/14/2007,3905,3920,3870,3896.7,1100,3776.75
2/13/2007,3887,3980,3870,3904.2,700,3784.02
2/12/2007,4007,4007,3915,3925.85,1400,3805
2/9/2007,4107,4110,4000,4008.5,400,3885.11
2/8/2007,4114,4115,4025,4073.3,500,3947.91
2/7/2007,4080,4149,4050,4080,300,3954.4
2/6/2007,4090,4125,4055,4060,600,3935.02
2/5/2007,4124,4133,4022.25,4066.9,700,3941.71
2/2/2007,4119,4120,4080,4101.25,3300,3975
2/1/2007,4129,4150,4050,4075.75,800,3950.29
1/31/2007,4179,4209.5,4066.05,4075.25,1100,3949.8
1/30/2007,4142,4142,4142,4142,0,4014.5
1/29/2007,4275,4275,4105,4142,2000,4014.5
1/26/2007,4176.4,4176.4,4176.4,4176.4,0,4047.84
1/25/2007,4239,4425,4110,4176.4,8300,4047.84
1/24/2007,4200,4290,4146,4200,1000,4070.71
1/23/2007,4309,4340,4231.05,4244.2,400,4113.55
1/22/2007,4248,4300,4216,4284.35,600,4152.46
1/19/2007,4279,4279,4200,4206.5,800,4077.01
1/18/2007,4255.55,4325,4210,4210,6600,4080.4
1/17/2007,4275,4320,4265.1,4278.7,700,4146.99
1/16/2007,4215,4300,4215,4261.45,300,4130.27
1/15/2007,4232,4350,4202,4294.85,2400,4162.64
1/12/2007,4230,4300,4215,4224.7,600,4094.65
1/11/2007,4280,4280,4219,4229.55,300,4099.35
1/10/2007,4329,4329,4212.1,4233.8,300,4103.47
1/9/2007,4299,4300,4239,4239,700,4108.51
1/8/2007,4125,4335,4125,4274.9,800,4143.31
1/5/2007,4350,4353.9,4270,4270,300,4138.56
1/4/2007,4360,4360,4312,4346.55,600,4212.75
1/3/2007,4345,4350,4300,4333.85,1600,4200.44
1/2/2007,4329,4350,4326.35,4340.55,1000,4206.93
1/1/2007,4303.5,4303.5,4303.5,4303.5,0,4171.02
12/29/2006,4311,4334,4275,4303.5,700,4171.02
12/28/2006,4303,4340,4272,4329,600,4195.74
12/27/2006,4331,4355,4300,4312.85,1800,4180.09
12/26/2006,4300,4349,4215.1,4308,1100,4175.39
12/25/2006,4298.35,4298.35,4298.35,4298.35,0,4166.03
12/22/2006,4345,4350,4290.05,4298.35,1100,4166.03
12/21/2006,4349,4383,4301,4316.4,1300,4183.53
12/20/2006,4301.5,4495,4290,4306.55,8100,4173.98
12/19/2006,4370,4370,4200,4286.2,1300,4154.26
12/18/2006,4270,4373.95,4225,4351.3,2800,4217.35
12/15/2006,4370,4383,4250,4254.6,900,4123.63
12/14/2006,4190,4415,4178,4288.65,2800,4156.63
12/13/2006,4169,4169,3960,4141.8,1800,4014.3
12/12/2006,4257,4320,3950,4123.9,2800,3996.95
12/11/2006,4367,4400,4165.5,4218.25,1600,4088.4
12/8/2006,4397,4407,4303,4320.25,1700,4187.26
12/7/2006,4420,4468,4360,4377.35,1000,4242.6
12/6/2006,4520,4520,4250,4353.1,2000,4219.1
12/5/2006,4599,4599,4490,4490,3100,4351.78
12/4/2006,4559,4610,4495.2,4544.8,3400,4404.9
12/1/2006,4561,4645,4491.05,4528.25,3000,4388.86
11/30/2006,4625,4670,4475,4579.5,2700,4438.53
11/29/2006,4491,4720,4480,4621.6,15300,4479.33
11/28/2006,4440,4549,4360.05,4487.45,4000,4349.31
11/27/2006,4305,4620,4290,4489.5,7100,4351.3
11/24/2006,4320,4349.95,4260,4276.25,1900,4144.61
11/23/2006,4349,4398,4290,4312.95,1100,4180.18
11/22/2006,4419,4440,4226.1,4267.55,2000,4136.18
11/21/2006,4430,4560,4351.25,4357,5500,4222.88
11/20/2006,4260,4520,4126,4423.2,3200,4287.04
11/17/2006,4430,4459,4285,4303.1,1200,4170.64
11/16/2006,4500,4530,4441.1,4449.6,1200,4312.63
11/15/2006,4508,4565,4453,4481,1800,4343.06
11/14/2006,4605,4785,4502,4534.3,6000,4394.72
11/13/2006,4050,4497.7,3795,4497.7,4800,4359.25
11/10/2006,4180,4208,4052.6,4088.85,800,3962.98
11/9/2006,4180,4214.8,4145,4155.95,1300,4028.02
11/8/2006,4210.05,4245,4100,4141,600,4013.53
11/7/2006,4290,4299,4200,4248.45,900,4117.67
11/6/2006,4001,4270,4001,4253.65,1200,4122.71
11/3/2006,4249,4284.95,4185.6,4249.65,6700,4118.83
11/2/2006,4280,4299.8,4190,4210.45,900,4080.84
11/1/2006,4213,4335,4200,4274.65,7200,4143.06
10/31/2006,4244,4274.9,4170,4185.5,1500,4056.66
10/30/2006,4250,4310,4200.1,4209.15,2200,4079.58
10/27/2006,4369,4409,4276,4284.35,1400,4152.46
10/26/2006,4497.7,4550,4275,4315.35,4500,4182.51
10/25/2006,4448.45,4448.45,4448.45,4448.45,0,4311.51
10/24/2006,4448.45,4448.45,4448.45,4448.45,0,4311.51
10/23/2006,4450,4469,4425,4448.45,1000,4311.51
10/20/2006,4355.2,4548,4355.2,4456.05,2600,4318.88
10/19/2006,4512,4518,4255,4333.35,2100,4199.96
10/18/2006,4507,4542,4455,4463.15,1900,4325.76
10/17/2006,4670,4670,4475.05,4496.25,1800,4357.84
10/16/2006,4590,4675,4576,4585.45,4200,4444.3
10/13/2006,4695,4725,4550,4565.2,4700,4424.67
10/12/2006,4488,4685,4488,4658.6,11500,4515.19
10/11/2006,4640,4688.7,4400,4449.05,5500,4312.09
10/10/2006,4520,4770,4520,4574,13800,4433.2
10/9/2006,4265,4482.8,4175.05,4482.8,23800,4344.81
10/6/2006,4156,4269.35,4075.5,4269.35,15300,4137.93
10/5/2006,3900,4066.05,3870,4066.05,5800,3940.88
10/4/2006,3940,3949,3856.05,3875,900,3755.72
10/3/2006,3885,3960,3845,3907.8,1500,3787.51
10/2/2006,3836.75,3836.75,3836.75,3836.75,0,3718.64
9/29/2006,3879.95,3898,3800,3836.75,700,3718.64
9/28/2006,3887,3887,3800.15,3845.05,500,3726.69
9/27/2006,3825,3899.9,3825,3860,1200,3741.18
9/26/2006,3780,3874.8,3775,3805,1900,3687.87
9/25/2006,3815,3838,3751,3770.9,1000,3654.82
9/22/2006,3700,3895,3700,3771.05,1000,3654.97
9/21/2006,3889,3895,3813,3817.2,800,3699.69
9/20/2006,3800,3910,3800,3854.65,2800,3735.99
9/19/2006,3895.5,3940,3788,3788,1500,3671.39
9/18/2006,3865,3945,3800,3810,900,3692.72
9/15/2006,3900,3900,3792,3850.25,1300,3731.73
9/14/2006,3900,3970,3860,3861.5,900,3742.63
9/13/2006,3880,3938,3880,3913.45,1800,3792.98
9/12/2006,3790,3874.7,3775,3846,1700,3727.61
9/11/2006,3994.4,4029,3760,3787.65,2300,3671.05
9/8/2006,3805,4044,3805,3957.05,6800,3835.24
9/7/2006,3846,3869,3825.15,3852.85,1300,3734.25
9/6/2006,3890,3925,3810,3844,1100,3725.67
9/5/2006,3848,3869,3821,3858.3,1600,3739.53
9/4/2006,3799.5,3913,3799.5,3860.25,4500,3741.42
9/1/2006,3667,3820.4,3667,3799.5,13900,3682.54
8/31/2006,3697,3835,3666,3708.3,4300,3594.15
8/30/2006,3649.5,3699,3610.05,3660.3,2200,3547.62
8/29/2006,3695,3695,3601,3614.1,800,3502.85
8/28/2006,3620,3685,3620,3648.9,700,3536.58
8/25/2006,3600,3699,3560,3639.05,2800,3527.03
8/24/2006,3585,3599,3560,3587.4,600,3476.97
8/23/2006,3641,3699,3600.05,3617.75,2500,3506.38
8/22/2006,3580,3670,3510,3655.2,2800,3542.68
8/21/2006,3589,3589,3501,3525,600,3416.49
8/18/2006,3502,3592.95,3500,3564.4,1700,3454.68
8/17/2006,3648,3745,3505,3518.45,2200,3410.14
8/16/2006,3680,3786.3,3600,3613.75,2600,3502.51
8/15/2006,3606,3606,3606,3606,0,3495
8/14/2006,3470,3606,3450,3606,3100,3495
8/11/2006,3460,3525,3415,3434.3,2800,3328.58
8/10/2006,3650,3749,3429.1,3449.3,7800,3343.12
8/9/2006,3100,3599.3,3100,3599.3,16500,3488.5
8/8/2006,3269,3329,3260,3272.1,1500,3171.37
8/7/2006,3257,3330,3180,3240.15,2800,3140.41
8/4/2006,3250,3290,3150,3237.75,4700,3138.08
8/3/2006,2940,3242,2940,3242,16400,3142.2
8/2/2006,2901.05,2958,2884.05,2949,2700,2858.22
8/1/2006,2940,2950,2900.05,2911.3,400,2821.68
7/31/2006,2860,2970,2860,2942.4,1100,2851.82
7/28/2006,2899,2910,2800,2863.2,800,2775.06
7/27/2006,2657,2890,2643,2827.75,1100,2740.7
7/26/2006,2601,2648,2601,2611,1900,2530.63
7/25/2006,2613,2637,2600,2611.7,200,2531.3
7/24/2006,2605,2668,2550,2623.6,1000,2542.84
7/21/2006,2575,2630,2575,2602.75,13400,2522.63
7/20/2006,2510,2625,2460,2610,3200,2529.66
7/19/2006,2500.05,2580,2465,2500,2100,2423.04
7/18/2006,2500,2538,2490,2510,800,2432.73
7/17/2006,2540,2540,2471,2499.85,900,2422.9
7/14/2006,2452.85,2529,2450,2529,900,2451.15
7/13/2006,2500,2509,2477,2502.4,600,2425.37
7/12/2006,2470,2514.95,2470,2497.5,400,2420.62
7/11/2006,2498.8,2551,2498.8,2520,1100,2442.43
7/10/2006,2474,2511,2450,2495.2,3400,2418.39
7/7/2006,2475,2515,2450,2473.6,2700,2397.45
7/6/2006,2440,2448,2415.15,2440,0,2364.89
7/5/2006,2428,2464.95,2400,2435.7,700,2360.72
7/4/2006,2460,2460,2420.3,2428,100,2353.26
7/3/2006,2439,2469,2405.05,2447.7,400,2372.35
6/30/2006,2440,2458,2385.1,2395.85,700,2322.1
6/29/2006,2310.2,2445,2310.2,2430,300,2355.2
6/28/2006,2261,2388.8,2261,2385,200,2311.58
6/27/2006,2458,2458,2362,2389.3,400,2315.75
